,address_no,description,satuan,Unit
745,KALTIM1.SIGNAL.RTD.10HNC10CT107,Unit #1 - A IDF motor stator temperature 3,°C,Unit 1
746,KALTIM1.SIGNAL.RTD.10HNC10CT108,Unit #1 - A IDF motor stator temperature 4,°C,Unit 1
747,KALTIM1.SIGNAL.RTD.10HNC10CT109,Unit #1 - A IDF motor stator temperature 5,°C,Unit 1
748,KALTIM1.SIGNAL.RTD.10HNC10CT110,Unit #1 - A IDF motor stator temperature 6,°C,Unit 1
749,KALTIM1.SIGNAL.RTD.10HLB20CT105,Unit #1 - B primary air fan motor stator temperature 1,°C,Unit 1
750,KALTIM1.SIGNAL.RTD.10HLB20CT106,Unit #1 - B primary air fan motor stator temperature 2,°C,Unit 1
751,KALTIM1.SIGNAL.RTD.10HLB20CT107,Unit #1 - B primary air fan motor stator temperature 3,°C,Unit 1
752,KALTIM1.SIGNAL.RTD.10HLB20CT108,Unit #1 - B primary air fan motor stator temperature 4,°C,Unit 1
753,KALTIM1.SIGNAL.RTD.10HLB20CT109,Unit #1 - B primary air fan motor stator temperature 5,°C,Unit 1
754,KALTIM1.SIGNAL.RTD.10HLB20CT110,Unit #1 - B primary air fan motor stator temperature 6,°C,Unit 1
755,KALTIM1.SIGNAL.RTD.10HLA20CT101,Unit #1 - B primary air fan outlet temperature,°C,Unit 1
756,KALTIM1.SIGNAL.RTD.10HFE20CT103,Unit #1 - B coal spreading booster fan motor bearing temperature 1,°C,Unit 1
757,KALTIM1.SIGNAL.RTD.10HFE20CT104,Unit #1 - B coal spreading booster fan motor bearing temperature 2,°C,Unit 1
758,KALTIM1.SIGNAL.RTD.10HFE20CT105,Unit #1 - B coal spreading booster fan motor stator temperature 1,°C,Unit 1
759,KALTIM1.SIGNAL.RTD.10HFE20CT106,Unit #1 - B coal spreading booster fan motor stator temperature 2,°C,Unit 1
760,KALTIM1.SIGNAL.RTD.10HFE20CT107,Unit #1 - B coal spreading booster fan motor stator temperature 3,°C,Unit 1
761,KALTIM1.SIGNAL.RTD.10HFE20CT108,Unit #1 - B coal spreading booster fan motor stator temperature 4,°C,Unit 1
762,KALTIM1.SIGNAL.RTD.10HFE20CT109,Unit #1 - B coal spreading booster fan motor stator temperature 5,°C,Unit 1
763,KALTIM1.SIGNAL.RTD.10HFE20CT110,Unit #1 - B coal spreading booster fan motor stator temperature 6,°C,Unit 1
764,KALTIM1.SIGNAL.RTD.10HLB20CT101,Unit #1 - B primary air fan bearing temperature 1,°C,Unit 1
765,KALTIM1.SIGNAL.RTD.10HLB20CT102,Unit #1 - B primary air fan bearing temperature 2,°C,Unit 1
766,KALTIM1.SIGNAL.RTD.10HDF20CT101,Unit #1 - B HP fluidizing air fan bearing temperature 1,°C,Unit 1
767,KALTIM1.SIGNAL.RTD.10HDF20CT103,Unit #1 - B HP fluidizing air fan motor bearing temperature 1,°C,Unit 1
768,KALTIM1.SIGNAL.RTD.10HDF20CT104,Unit #1 - B HP fluidizing air fan motor bearing temperature 2,°C,Unit 1
769,KALTIM1.SIGNAL.RTD.10HDF20CT105,Unit #1 - B HP fluidizing air fan motor stator temperature 1,°C,Unit 1
770,KALTIM1.SIGNAL.RTD.10HDF20CT106,Unit #1 - B HP fluidizing air fan motor stator temperature 2,°C,Unit 1
771,KALTIM1.SIGNAL.RTD.10HDF20CT107,Unit #1 - B HP fluidizing air fan motor stator temperature 3,°C,Unit 1
772,KALTIM1.SIGNAL.RTD.10HDF20CT108,Unit #1 - B HP fluidizing air fan motor stator temperature 4,°C,Unit 1
773,KALTIM1.SIGNAL.RTD.10HDF20CT109,Unit #1 - B HP fluidizing air fan motor stator temperature 5,°C,Unit 1
774,KALTIM1.SIGNAL.RTD.10HDF20CT110,Unit #1 - B HP fluidizing air fan motor stator temperature 6,°C,Unit 1
775,KALTIM1.SIGNAL.RTD.10HDF20CT111,Unit #1 - B HP fluidizing air fan outlet temperature,°C,Unit 1
776,KALTIM1.SIGNAL.RTD.10HLB20CT103,Unit #1 - B primary air fan motor bearing temperature 1,°C,Unit 1
777,KALTIM1.SIGNAL.RTD.10HLB20CT104,Unit #1 - B primary air fan motor bearing temperature 2,°C,Unit 1
778,KALTIM1.SIGNAL.RTD.10HLB40CT101,Unit #1 - B secondary air fan bearing temperature 1,°C,Unit 1
779,KALTIM1.SIGNAL.RTD.10HLB40CT102,Unit #1 - B secondary air fan bearing temperature 2,°C,Unit 1
780,KALTIM1.SIGNAL.RTD.10HLB40CT103,Unit #1 - B secondary air fan motor bearing temperature 1,°C,Unit 1
781,KALTIM1.SIGNAL.RTD.10HLB40CT104,Unit #1 - B secondary air fan motor bearing temperature 2,°C,Unit 1
782,KALTIM1.SIGNAL.RTD.10HHL20CT101,Unit #1 - Side-B hot secondary air temperature,°C,Unit 1
783,KALTIM1.SIGNAL.RTD.10HLB40CT105,Unit #1 - B secondary air fan motor stator temperature 1,°C,Unit 1
784,KALTIM1.SIGNAL.RTD.10HLB40CT106,Unit #1 - B secondary air fan motor stator temperature 2,°C,Unit 1
785,KALTIM1.SIGNAL.RTD.10HLB40CT107,Unit #1 - B secondary air fan motor stator temperature 3,°C,Unit 1
786,KALTIM1.SIGNAL.RTD.10HLB40CT108,Unit #1 - B secondary air fan motor stator temperature 4,°C,Unit 1
787,KALTIM1.SIGNAL.RTD.10HLB40CT109,Unit #1 - B secondary air fan motor stator temperature 5,°C,Unit 1
788,KALTIM1.SIGNAL.RTD.10HLB40CT110,Unit #1 - B secondary air fan motor stator temperature 6,°C,Unit 1
789,KALTIM1.SIGNAL.RTD.10HLA40CT101,Unit #1 - B secondary air fan outlet temperature,°C,Unit 1
790,KALTIM1.SIGNAL.RTD.10HFE20CT101,Unit #1 - B coal spreading booster fan bearing temperature 1,°C,Unit 1
791,KALTIM1.SIGNAL.RTD.10HFE20CT102,Unit #1 - B coal spreading booster fan bearing temperature 2,°C,Unit 1
792,KALTIM1.SIGNAL.RTD.10HNA20CT102,Unit #1 - B iuduced draft fan inlet flue gas temperature,°C,Unit 1
793,KALTIM1.SIGNAL.RTD.10HNC20CT101,Unit #1 - B IDF bearing temperature 1,°C,Unit 1
794,KALTIM1.SIGNAL.RTD.10HNC20CT102,Unit #1 - B IDF bearing temperature 2,°C,Unit 1
795,KALTIM1.SIGNAL.RTD.10HNC20CT103,Unit #1 - B IDF motor bearing temperature 1,°C,Unit 1
796,KALTIM1.SIGNAL.RTD.10HNC20CT104,Unit #1 - B IDF motor bearing temperature 2,°C,Unit 1
797,KALTIM1.SIGNAL.RTD.10HNA20CT101,Unit #1 - Side-B boiler outlet flue gas temperature,°C,Unit 1
798,KALTIM1.SIGNAL.RTD.10HNC20CT105,Unit #1 - B IDF motor stator temperature 1,°C,Unit 1
799,KALTIM1.SIGNAL.RTD.10HNC20CT106,Unit #1 - B IDF motor stator temperature 2,°C,Unit 1
800,KALTIM1.SIGNAL.RTD.10HNC20CT107,Unit #1 - B IDF motor stator temperature 3,°C,Unit 1
801,KALTIM1.SIGNAL.RTD.10HNC20CT108,Unit #1 - B IDF motor stator temperature 4,°C,Unit 1
802,KALTIM1.SIGNAL.RTD.10HNC20CT109,Unit #1 - B IDF motor stator temperature 5,°C,Unit 1
803,KALTIM1.SIGNAL.RTD.10HNC20CT110,Unit #1 - B IDF motor stator temperature 6,°C,Unit 1
804,KALTIM1.SIGNAL.RTD.10HNA20CT103,Unit #1 - B IDF outlet air temperature,°C,Unit 1
805,KALTIM1.SIGNAL.RTD.10HDF30CT101,Unit #1 - C HP fluidizing air fan bearing temperature 1,°C,Unit 1
806,KALTIM1.SIGNAL.RTD.10HDF30CT103,Unit #1 - C HP fluidizing air fan motor bearing temperature 1,°C,Unit 1
807,KALTIM1.SIGNAL.RTD.10HDF30CT104,Unit #1 - C HP fluidizing air fan motor bearing temperature 2,°C,Unit 1
808,KALTIM1.SIGNAL.RTD.10HDF30CT111,Unit #1 - C HP fluidizing air fan outlet temperature,°C,Unit 1
809,KALTIM1.SIGNAL.RTD.10HDF30CT105,Unit #1 - C HP fluidizing air fan motor stator temperature 1,°C,Unit 1
810,KALTIM1.SIGNAL.RTD.10HDF30CT106,Unit #1 - C HP fluidizing air fan motor stator temperature 2,°C,Unit 1
811,KALTIM1.SIGNAL.RTD.10HDF30CT107,Unit #1 - C HP fluidizing air fan motor stator temperature 3,°C,Unit 1
812,KALTIM1.SIGNAL.RTD.10HDF30CT108,Unit #1 - C HP fluidizing air fan motor stator temperature 4,°C,Unit 1
813,KALTIM1.SIGNAL.RTD.10HDF30CT109,Unit #1 - C HP fluidizing air fan motor stator temperature 5,°C,Unit 1
814,KALTIM1.SIGNAL.RTD.10HDF30CT110,Unit #1 - C HP fluidizing air fan motor stator temperature 6,°C,Unit 1
815,KALTIM1.SIGNAL.RTD.10LAA01CT101,Unit #1 - TEMP OF DEAE WTR TANK,°C,Unit 1
816,KALTIM1.SIGNAL.RTD.10LAB50CT101,Unit #1 - TEMP OF EFWP OUTLET MAIN PIP,°C,Unit 1
817,KALTIM1.SIGNAL.RTD.10LAB51CT101,Unit #1 - TEMP OF NO.2 HP HTR INLET,°C,Unit 1
818,KALTIM1.SIGNAL.RTD.10LAB52CT101,Unit #1 - TEMP OF NO.1 HP HTR INLET,°C,Unit 1
819,KALTIM1.SIGNAL.RTD.10LCH10CT101,Unit #1 - NO.1 HP HTR DRN WTR TEMP ,°C,Unit 1
820,KALTIM1.SIGNAL.RTD.10LAC20CT101,Unit #1 - TEMP OF A EFWP MTR NON-DRIVING END BEARING,°C,Unit 1
821,KALTIM1.SIGNAL.RTD.10LAB51CT102,Unit #1 - TEMP OF NO.2 HP HTR OUTLET,°C,Unit 1
822,KALTIM1.SIGNAL.RTD.10LAB52CT102,Unit #1 - TEMP OF NO.1 HP HTR OUTLET,°C,Unit 1
823,KALTIM1.SIGNAL.RTD.10LCH20CT101,Unit #1 - NO.2 HP HTR DRN WTR TEMP ,°C,Unit 1
824,KALTIM1.SIGNAL.RTD.10LAC20CT103,Unit #1 - A EFWP MTR STATOR WIDING TEMP 1,°C,Unit 1
825,KALTIM1.SIGNAL.RTD.10LAC20CT106,Unit #1 - A EFWP MTR STATOR WIDING TEMP 4,°C,Unit 1
826,KALTIM1.SIGNAL.RTD.10LAC20CT109,Unit #1 - TEMP 1 OF A EFWP HYDRAULIC COUPLING BEARING,°C,Unit 1
827,KALTIM1.SIGNAL.RTD.10LAC20CT104,Unit #1 - A EFWP MTR STATOR WIDING TEMP 2,°C,Unit 1
828,KALTIM1.SIGNAL.RTD.10LAC20CT107,Unit #1 - A EFWP MTR STATOR WIDING TEMP 5,°C,Unit 1
829,KALTIM1.SIGNAL.RTD.10LAC20CT110,Unit #1 - TEMP 2 OF A EFWP HYDRAULIC COUPLING BEARING,°C,Unit 1
830,KALTIM1.SIGNAL.RTD.10LAC20CT113,Unit #1 - TEMP OF A EFWP NON-DRIVING END BEARING,°C,Unit 1
831,KALTIM1.SIGNAL.RTD.10LAC20CT115,Unit #1 - TEMP OF A EFWP THRUST BEARING,°C,Unit 1
832,KALTIM1.SIGNAL.RTD.10LAC20CT117,Unit #1 - OIL TEMP OF A EFWP LUBE OIL COOLER INLET,°C,Unit 1
833,KALTIM1.SIGNAL.RTD.10LAC20CT119,Unit #1 - OIL TEMP OF A EFWP WORKING OIL COOLER INLET,°C,Unit 1
834,KALTIM1.SIGNAL.RTD.10LAC20CT102,Unit #1 - TEMP OF A EFWP MTR DRIVING END BEARING,°C,Unit 1
835,KALTIM1.SIGNAL.RTD.10LAC20CT105,Unit #1 - A EFWP MTR STATOR WIDING TEMP 3,°C,Unit 1
836,KALTIM1.SIGNAL.RTD.10LAC20CT108,Unit #1 - A EFWP MTR STATOR WIDING TEMP 6,°C,Unit 1
837,KALTIM1.SIGNAL.RTD.10LAC20CT114,Unit #1 - TEMP OF A EFWP DRIVING END BEARING,°C,Unit 1
838,KALTIM1.SIGNAL.RTD.10LAC20CT116,Unit #1 - OIL TEMP OF A EFWP LUBE OIL COOLER OUTLET,°C,Unit 1
839,KALTIM1.SIGNAL.RTD.10LAC20CT118,Unit #1 - OIL TEMP OF A EFWP WORKING OIL COOLER OUTLET,°C,Unit 1
840,KALTIM1.SIGNAL.RTD.10LCA50CT101,Unit #1 - TEMP OF CONDENSATE PMP OUTLET MAIN PIP,°C,Unit 1
841,KALTIM1.SIGNAL.RTD.10LCA53CT101,Unit #1 - TEMP OF NO.7 LP HTR WTR INLET,°C,Unit 1
842,KALTIM1.SIGNAL.RTD.10LCA54CT101,Unit #1 - TEMP OF NO.6 LP HTR WTR INLET,°C,Unit 1
843,KALTIM1.SIGNAL.RTD.10LCA55CT101,Unit #1 - TEMP OF NO.5 LP HTR WTR INLET,°C,Unit 1
844,KALTIM1.SIGNAL.RTD.10LCA56CT101,Unit #1 - TEMP OF NO.4 LP HTR WTR INLET,°C,Unit 1
845,KALTIM1.SIGNAL.RTD.10LCJ40CT101,Unit #1 - NO.4 LP HTR DRN WTR TEMP ,°C,Unit 1
846,KALTIM1.SIGNAL.RTD.10LAC30CT101,Unit #1 - TEMP OF B EFWP MTR NON-DRIVING END BEARING,°C,Unit 1
847,KALTIM1.SIGNAL.RTD.10LCA53CT102,Unit #1 - TEMP OF NO.7 LP HTR WTR OUTLET,°C,Unit 1
848,KALTIM1.SIGNAL.RTD.10LCA54CT102,Unit #1 - TEMP OF NO.6 LP HTR WTR OUTLET,°C,Unit 1
849,KALTIM1.SIGNAL.RTD.10LCA55CT102,Unit #1 - TEMP OF NO.5 LP HTR WTR OUTLET,°C,Unit 1
850,KALTIM1.SIGNAL.RTD.10LCA56CT102,Unit #1 - TEMP OF NO.4 LP HTR WTR OUTLET,°C,Unit 1
851,KALTIM1.SIGNAL.RTD.10LCJ50CT101,Unit #1 - NO.5 LP HTR DRN WTR TEMP ,°C,Unit 1
852,KALTIM1.SIGNAL.RTD.10LAC30CT102,Unit #1 - TEMP OF B EFWP MTR DRIVING END BEARING,°C,Unit 1
853,KALTIM1.SIGNAL.RTD.10LAC30CT103,Unit #1 - B EFWP MTR STATOR WIDING TEMP 1,°C,Unit 1
854,KALTIM1.SIGNAL.RTD.10LAC30CT105,Unit #1 - B EFWP MTR STATOR WIDING TEMP 3,°C,Unit 1
855,KALTIM1.SIGNAL.RTD.10LAC30CT107,Unit #1 - B EFWP MTR STATOR WIDING TEMP 5,°C,Unit 1
856,KALTIM1.SIGNAL.RTD.10LAC30CT109,Unit #1 - TEMP 1 OF B EFWP HYDRAULIC COUPLING BEARING,°C,Unit 1
857,KALTIM1.SIGNAL.RTD.10LCJ60CT101,Unit #1 - NO.6 LP heater emergency drainage temperature,°C,Unit 1
858,KALTIM1.SIGNAL.RTD.10LAC30CT104,Unit #1 - B EFWP MTR STATOR WIDING TEMP 2,°C,Unit 1
859,KALTIM1.SIGNAL.RTD.10LAC30CT106,Unit #1 - B EFWP MTR STATOR WIDING TEMP 4,°C,Unit 1
860,KALTIM1.SIGNAL.RTD.10LAC30CT108,Unit #1 - B EFWP MTR STATOR WIDING TEMP 6,°C,Unit 1
861,KALTIM1.SIGNAL.RTD.10LAC30CT110,Unit #1 - TEMP 2 OF B EFWP HYDRAULIC COUPLING BEARING,°C,Unit 1
862,KALTIM1.SIGNAL.RTD.10LAC30CT113,Unit #1 - TEMP OF B EFWP NON-DRIVING END BEARING,°C,Unit 1
863,KALTIM1.SIGNAL.RTD.10LCJ70CT101,Unit #1 - NO.7 LP heater emergency drainage temperature,°C,Unit 1
864,KALTIM1.SIGNAL.RTD.10LAC30CT114,Unit #1 - TEMP OF B EFWP DRIVING END BEARING,°C,Unit 1
865,KALTIM1.SIGNAL.RTD.10LAC30CT115,Unit #1 - TEMP OF B EFWP THRUST BEARING,°C,Unit 1
866,KALTIM1.SIGNAL.RTD.10LAC30CT116,Unit #1 - OIL TEMP OF B EFWP LUBE OIL COOLER OUTLET,°C,Unit 1
867,KALTIM1.SIGNAL.RTD.10LAC30CT117,Unit #1 - OIL TEMP OF B EFWP LUBE OIL COOLER INLET,°C,Unit 1
868,KALTIM1.SIGNAL.RTD.10LAC30CT118,Unit #1 - OIL TEMP OF B EFWP WORKING OIL COOLER OUTLET,°C,Unit 1
869,KALTIM1.SIGNAL.RTD.10LAC30CT119,Unit #1 - OIL TEMP OF B EFWP WORKING OIL COOLER INLET,°C,Unit 1
870,KALTIM1.SIGNAL.RTD.10LCE18CT101,Unit #1 - SECONDARY DTR OUTLET WTR TEMP 1,°C,Unit 1
871,KALTIM1.SIGNAL.RTD.10LCB30CT101,Unit #1 - A CONDENSATE PMP THRUST BEARING TEMP,°C,Unit 1
872,KALTIM1.SIGNAL.RTD.10LCB30CT102,Unit #1 - A CONDENSATE PMP MTR BEARING TEMP 1,°C,Unit 1
873,KALTIM1.SIGNAL.RTD.10LCB30CT104,Unit #1 - A CONDENSATE PMP MTR STATOR TEMP 1,°C,Unit 1
874,KALTIM1.SIGNAL.RTD.10LCB30CT106,Unit #1 - A CONDENSATE PMP MTR STATOR TEMP 3,°C,Unit 1
875,KALTIM1.SIGNAL.RTD.10LCB30CT108,Unit #1 - A CONDENSATE PMP MTR STATOR TEMP 5,°C,Unit 1
876,KALTIM1.SIGNAL.RTD.10MAG10CT101,Unit #1 - COND TEMP 1,°C,Unit 1
877,KALTIM1.SIGNAL.RTD.10PGB30CT101,Unit #1 - A CLSDCOOLING WTR PMP DRIVEN END TEMP,°C,Unit 1
878,KALTIM1.SIGNAL.RTD.10LCE18CT102,Unit #1 - SECONDARY DTR OUTLET WTR TEMP 2,°C,Unit 1
879,KALTIM1.SIGNAL.RTD.10LCB30CT103,Unit #1 - A CONDENSATE PMP MTR BEARING TEMP 2,°C,Unit 1
880,KALTIM1.SIGNAL.RTD.10LCB30CT105,Unit #1 - A CONDENSATE PMP MTR STATOR TEMP 2,°C,Unit 1
881,KALTIM1.SIGNAL.RTD.10LCB30CT107,Unit #1 - A CONDENSATE PMP MTR STATOR TEMP 4,°C,Unit 1
882,KALTIM1.SIGNAL.RTD.10LCB30CT109,Unit #1 - A CONDENSATE PMP MTR STATOR TEMP 6,°C,Unit 1
883,KALTIM1.SIGNAL.RTD.10MAG10CT102,Unit #1 - COND TEMP 2,°C,Unit 1
884,KALTIM1.SIGNAL.RTD.10PGB30CT102,Unit #1 - A CLSDCOOLING WTR PMP NON-DRIVEN TEMP,°C,Unit 1
885,KALTIM1.SIGNAL.RTD.10MAV12CT101,Unit #1 - OIL TEMP OF A LUBE OIL COOLER INLET ,°C,Unit 1
886,KALTIM1.SIGNAL.RTD.10LAC40CT101,Unit #1 - TEMP OF C EFWP MTR NON-DRIVING END BEARING,°C,Unit 1
887,KALTIM1.SIGNAL.RTD.10LAC40CT103,Unit #1 - C EFWP MTR STATOR WIDING TEMP 1,°C,Unit 1
888,KALTIM1.SIGNAL.RTD.10PGB30CT103,Unit #1 - A CLSDCOOLING WTR PMP WINDING TEMP 1,°C,Unit 1
889,KALTIM1.SIGNAL.RTD.10MAV12CT102,Unit #1 - OIL TEMP OF A LUBE OIL COOLER OUTLET ,°C,Unit 1
890,KALTIM1.SIGNAL.RTD.10LAC40CT102,Unit #1 - TEMP OF C EFWP MTR DRIVING END BEARING,°C,Unit 1
891,KALTIM1.SIGNAL.RTD.10LAC40CT104,Unit #1 - C EFWP MTR STATOR WIDING TEMP 2,°C,Unit 1
892,KALTIM1.SIGNAL.RTD.10PGB30CT104,Unit #1 - A CLSDCOOLING WTR PMP WINDING TEMP2,°C,Unit 1
893,KALTIM1.SIGNAL.RTD.10LAC40CT105,Unit #1 - C EFWP MTR STATOR WIDING TEMP 3,°C,Unit 1
894,KALTIM1.SIGNAL.RTD.10LAC40CT107,Unit #1 - C EFWP MTR STATOR WIDING TEMP 5,°C,Unit 1
895,KALTIM1.SIGNAL.RTD.10LAC40CT109,Unit #1 - TEMP 1 OF C EFWP HYDRAULIC COUPLING BEARING,°C,Unit 1
896,KALTIM1.SIGNAL.RTD.10LAC40CT113,Unit #1 - TEMP OF C EFWP NON-DRIVING END BEARING,°C,Unit 1
897,KALTIM1.SIGNAL.RTD.10LAC40CT115,Unit #1 - TEMP OF C EFWP THRUST BEARING,°C,Unit 1
898,KALTIM1.SIGNAL.RTD.10LAC40CT117,Unit #1 - OIL TEMP OF C EFWP LUBE OIL COOLER INLET,°C,Unit 1
899,KALTIM1.SIGNAL.RTD.10PGB30CT105,Unit #1 - A CLSDCOOLING WTR PMP WINDING TEMP3,°C,Unit 1
900,KALTIM1.SIGNAL.RTD.10LAC40CT106,Unit #1 - C EFWP MTR STATOR WIDING TEMP 4,°C,Unit 1
901,KALTIM1.SIGNAL.RTD.10LAC40CT108,Unit #1 - C EFWP MTR STATOR WIDING TEMP 6,°C,Unit 1
902,KALTIM1.SIGNAL.RTD.10LAC40CT110,Unit #1 - TEMP 2 OF C EFWP HYDRAULIC COUPLING BEARING,°C,Unit 1
903,KALTIM1.SIGNAL.RTD.10LAC40CT114,Unit #1 - TEMP OF C EFWP DRIVING END BEARING,°C,Unit 1
904,KALTIM1.SIGNAL.RTD.10LAC40CT116,Unit #1 - OIL TEMP OF C EFWP LUBE OIL COOLER OUTLET,°C,Unit 1
905,KALTIM1.SIGNAL.RTD.10LAC40CT118,Unit #1 - OIL TEMP OF C EFWP WORKING OIL COOLER OUTLET,°C,Unit 1
906,KALTIM1.SIGNAL.RTD.10LAC40CT119,Unit #1 - OIL TEMP OF C EFWP WORKING OIL COOLER INLET,°C,Unit 1
907,KALTIM1.SIGNAL.RTD.10PGB50CT101,Unit #1 - WTR TEMP OF TURB LUBE OIL COOLER OUTLET,°C,Unit 1
908,KALTIM1.SIGNAL.RTD.10PCB20CT101,Unit #1 - WTR TEMP OF A CLSDWTR HEAT EXCHANGER OUTLET,°C,Unit 1
909,KALTIM1.SIGNAL.RTD.10PAB31CT101,Unit #1 - TEMP OF COND A SIDE CIRCLE WTR INLET,°C,Unit 1
910,KALTIM1.SIGNAL.RTD.10PAB41CT101,Unit #1 - TEMP OF COND A SIDE CIRCLE WTR OUTLET,°C,Unit 1
911,KALTIM1.SIGNAL.RTD.10PCB40CT101,Unit #1 - WTR TEMP OF A WTR-RING VACUM PMP HEAT EXCHANGER OUTLET,°C,Unit 1
912,KALTIM1.SIGNAL.RTD.10MKA10CT101,Unit #1 - GEN STATOR WINDING TEMP 1,°C,Unit 1
913,KALTIM1.SIGNAL.RTD.10MKA10CT103,Unit #1 - GEN STATOR WINDING TEMP 3,°C,Unit 1
914,KALTIM1.SIGNAL.RTD.10MKA10CT105,Unit #1 - GEN STATOR WINDING TEMP 5,°C,Unit 1
915,KALTIM1.SIGNAL.RTD.10MKA10CT107,Unit #1 - GEN STATOR CORE TEMP 1 (TURB END),°C,Unit 1
916,KALTIM1.SIGNAL.RTD.10MKA10CT109,Unit #1 - GEN STATOR CORE TEMP 1 (MIDDLE),°C,Unit 1
917,KALTIM1.SIGNAL.RTD.10MKA10CT111,Unit #1 - GEN STATOR CORE TEMP 1 (EXCITER END),°C,Unit 1
918,KALTIM1.SIGNAL.RTD.10MKA10CT102,Unit #1 - GEN STATOR WINDING TEMP 2,°C,Unit 1
919,KALTIM1.SIGNAL.RTD.10MKA10CT104,Unit #1 - GEN STATOR WINDING TEMP 4,°C,Unit 1
920,KALTIM1.SIGNAL.RTD.10MKA10CT106,Unit #1 - GEN STATOR WINDING TEMP 6,°C,Unit 1
921,KALTIM1.SIGNAL.RTD.10MKA10CT108,Unit #1 - GEN STATOR CORE TEMP 2 (TURB END),°C,Unit 1
922,KALTIM1.SIGNAL.RTD.10MKA10CT110,Unit #1 - GEN STATOR CORE TEMP 2 (MIDDLE),°C,Unit 1
923,KALTIM1.SIGNAL.RTD.10MKA10CT112,Unit #1 - GEN STATOR CORE TEMP 2 (EXCITER END),°C,Unit 1
924,KALTIM1.SIGNAL.RTD.10LCB40CT101,Unit #1 - B CONDENSATE PMP THRUST BEARING TEMP,°C,Unit 1
925,KALTIM1.SIGNAL.RTD.10LCB40CT102,Unit #1 - B CONDENSATE PMP MTR BEARING TEMP 1,°C,Unit 1
926,KALTIM1.SIGNAL.RTD.10LCB40CT104,Unit #1 - B CONDENSATE PMP MTR STATOR TEMP 1,°C,Unit 1
927,KALTIM1.SIGNAL.RTD.10LCB40CT106,Unit #1 - B CONDENSATE PMP MTR STATOR TEMP 3,°C,Unit 1
928,KALTIM1.SIGNAL.RTD.10LCB40CT108,Unit #1 - B CONDENSATE PMP MTR STATOR TEMP 5,°C,Unit 1
929,KALTIM1.SIGNAL.RTD.10LCA51CT101,Unit #1 - CONDENSATE WTR TEMP OF GLD STM COND INLET,°C,Unit 1
930,KALTIM1.SIGNAL.RTD.10LCA51CT102,Unit #1 - CONDENSATE WTR TEMP OF GLD STM COND OUTLET,°C,Unit 1
931,KALTIM1.SIGNAL.RTD.10PGB31CT101,Unit #1 - B CLSDCOOLING WTR PMP DRIVEN END TEMP,°C,Unit 1
932,KALTIM1.SIGNAL.RTD.10LCB40CT103,Unit #1 - B CONDENSATE PMP MTR BEARING TEMP 2,°C,Unit 1
933,KALTIM1.SIGNAL.RTD.10LCB40CT105,Unit #1 - B CONDENSATE PMP MTR STATOR TEMP 2,°C,Unit 1
934,KALTIM1.SIGNAL.RTD.10LCB40CT107,Unit #1 - B CONDENSATE PMP MTR STATOR TEMP 4,°C,Unit 1
935,KALTIM1.SIGNAL.RTD.10LCB40CT109,Unit #1 - B CONDENSATE PMP MTR STATOR TEMP 6,°C,Unit 1
936,KALTIM1.SIGNAL.RTD.10PGB33CT101,Unit #1 - TEMP OF THE COOLING WTR OF CLSDWTR HEAT EXCHANGERS INLET ,°C,Unit 1
937,KALTIM1.SIGNAL.RTD.10PGB40CT101,Unit #1 - TEMP OF THE COOLING WTR OF CLSDWTR HEAT EXCHANGERS OUTLET ,°C,Unit 1
938,KALTIM1.SIGNAL.RTD.10PGB75CT101,Unit #1 - WTR TEMP OF GEN AIR COOLER COOLING WTR OUTLET ,°C,Unit 1
939,KALTIM1.SIGNAL.RTD.10PGB31CT102,Unit #1 - B CLSDCOOLING WTR PMP NON-DRIVEN TEMP,°C,Unit 1
940,KALTIM1.SIGNAL.RTD.10MAA51CT153,Unit #1 - Temperature of the NO.1 bearing tile return oil,°C,Unit 1
941,KALTIM1.SIGNAL.RTD.10MAC52CT151,Unit #1 - Temperature of the NO.2 bearing tile return oil,°C,Unit 1
942,KALTIM1.SIGNAL.RTD.10MAC52CT152,Unit #1 - Temperature of the NO.3 bearing tile return oil,°C,Unit 1
943,KALTIM1.SIGNAL.RTD.10PGB31CT103,Unit #1 - B CLSDCOOLING WTR PMP WINDING TEMP1,°C,Unit 1
944,KALTIM1.SIGNAL.RTD.10MAA12CT156,Unit #1 - TEMP 6 OF THE THRUST TILE,°C,Unit 1
945,KALTIM1.SIGNAL.RTD.10MAA12CT152,Unit #1 - TEMP 2 OF THE THRUST TILE,°C,Unit 1
946,KALTIM1.SIGNAL.RTD.10MAA12CT153,Unit #1 - TEMP 3 OF THE THRUST TILE,°C,Unit 1
947,KALTIM1.SIGNAL.RTD.10PGB31CT104,Unit #1 - B CLSDCOOLING WTR PMP WINDING TEMP2,°C,Unit 1
948,KALTIM1.SIGNAL.RTD.10MAA12CT154,Unit #1 - TEMP 4 OF THE THRUST TILE,°C,Unit 1
949,KALTIM1.SIGNAL.RTD.10MAA12CT158,Unit #1 - TEMP 8 OF THE THRUST TILE,°C,Unit 1
950,KALTIM1.SIGNAL.RTD.10MAA12CT160,Unit #1 - TEMP 10 OF THE THRUST TILE,°C,Unit 1
951,KALTIM1.SIGNAL.RTD.10MAC11CT151,Unit #1 - TEMP 1 OF THE NO.2 BEARING TILE,°C,Unit 1
